x,y
-7.459199765093199,6.4797112053476384
-10.115891162681155,-6.945263433097321
7.267642356089308,1.0032117415145503
-2.9797274068113393,7.258068190439779
-5.438170484554536,-7.369800040901808
-5.883224211298176,-7.907410184366587
-5.766226310713456,7.208251035829123
-6.555079000215463,-6.940395324614911
3.3587343209689884,1.8023143019151797
-7.629409484386085,-6.848800333022946
3.8639913751370694,0.6753120796034582
-1.1188829282438653,8.029467346176268
7.199518885815621,-0.36933567548627
-1.82412901022095,10.376964896415041
-6.531897362875575,-4.38962863490142
5.909988220447607,-0.13731769976700514
-2.5956097689491506,10.21852560566875
-10.18559418251077,7.782414610919564
-8.7395869695055,8.602099365577125
-3.836799591859984,7.578838179301517
2.961597747645132,2.648732767969417
-2.2585613090470438,6.662681979542591
5.331747191895021,2.3466698693929753
-6.959698921554802,7.244622602211118
-9.374048094096644,7.556430906976672
-6.406284620297314,-7.385290970260262
-7.1855998520562965,-5.075318006976721
-7.895367566255012,7.834071989640661
-8.5178674375929,8.391079870246827
-1.3643955068609075,9.79595562976528
-6.9189311154104685,-7.532219318636464
-1.5341666361797126,10.641774162483308
-3.697841213209576,8.334728852674996
-4.103020881730867,9.25051961124127
-6.4342521431057,-7.604891817334932
-7.166364847390962,-7.969185987725864
3.6532143615483834,2.265594337731027
2.7121432519190147,2.2173260469813996
-8.89768420821893,8.133306306098628
-7.65714087846411,7.066736302428092
-8.067152975461568,-7.031053897395524
6.206453404813296,1.9983742939000428
-2.7728038884577644,9.442821214012417
-1.559959286601094,7.923021182444635
0.06353528413764042,9.774988954979936
6.613840092429641,1.674326436473078
4.505085176599105,1.7080061645008644
5.49381668993477,0.6235991737352891
-7.735042130363867,-6.7523933200456705
-9.459461315479416,7.592068457465381
-9.088676268749245,-8.415601953358788
-3.2312455577280264,11.237019949609046
-9.837154444361085,7.889221583162388
-6.258436366588322,-7.751002169060105
5.049986007160693,4.224574690999795
-3.724594967454059,9.39138292731265
-2.389615984947581,8.410115343258882
-8.946010589780682,9.05166357403807
-6.5436648395674855,-8.230696450033998
-10.451668369877142,6.221140579717665
-9.459073896756458,9.014739843721399
-1.8911553024023586,9.630829269292972
-7.6618305205138615,-6.8232311876962495
-8.72298282430683,6.7687925690526525
4.341121858053214,3.1390548250859585
-8.212318205710265,-4.7773850611676
-6.113316240618421,-8.873933667998699
-9.381095339734902,4.414867723543955
4.723641338216124,1.5107933677066199
-6.8214012376174775,-7.877249732969192
4.50243102192496,3.458549258308886
-6.596889721420991,-5.955071360611586
-5.478288717159502,-6.574804581314491
-8.684602458743063,6.506260926528846
-3.385637581113314,9.274036435696692
-9.649998519107134,9.484651434991681
-1.5329769622091465,7.5372489484775755
-7.568021599407554,-7.536340322764417
5.135396581358851,1.2967002205759623
-3.525350084734836,7.196469458575284
-6.488267564460728,-8.38144588493831
5.388822616690687,2.7271842950578677
-7.828196537685645,-6.314347564712752
-1.1378102456347257,9.91660576742245
-10.739011144818878,8.23602050287186
-10.668957961745697,6.49323323164121
-9.504567188667849,9.58091139882741
-8.063746739266719,9.919428583465255
3.975499669811483,0.535716212834114
-2.075234392995589,8.240142422672172
-8.609008875012126,7.379246773286082
-6.243862177652931,-5.150227248486466
3.432657978428459,0.5161433485954534
-6.77571944618379,-7.066922275746442
5.038655650603611,1.0749858400728676
-9.373747876493747,5.056074038364066
-1.5227254310593623,11.290437707383058
3.4620684549705603,2.5276938530566566
-2.0755228964426533,10.859930007957484
-7.829555497849541,6.540374140335834
